student_id,attendance_percentage,study_hours_per_day,daily_completion_percent,sleep_hours,screen_time,Academic Performance Change,breaks_per_day,app_opens_per_day,burnout_score,pass_fail,programming_score,math_prev_score,science_prev_score,arts_prev_score,daily_study_hours
191,65.41243198,5.03,76.73,7.166152914,4.129195931,Same,5,129,5.562186052,1,45.12065223,45.7611743,48.08843584,35.55937735,4.909135293
192,83.01627649,7.55,100,7.183658224,9.378643996,Same,1,120,4.463987101,1,89.34686669,85.9416084,74.64492351,89.00369646,1.969414781
193,82.16816297,2.1,81.52,6.517169,5.285213378,Improved,12,122,1.825823717,1,89.52299314,93.72621089,92.80249703,82.68141795,3.653242838
194,81.6762978,6.01,84.7,6.812413225,5.75639479,Improved,6,173,3.899793709,1,74.82058015,71.55746025,75.79426112,84.75696015,4.356398795
195,69.47047221,8.96,81.5,6.685226833,3.954846529,Improved,14,96,0.899291901,1,58.64663851,56.41572134,58.55309473,63.20345212,3.202641837
196,72.18648553,0.72,62.31,5.906476783,4.647341711,Declined,10,61,0.849575561,0,59.2065266,49.75882295,57.26393434,59.73529556,1.612578
197,75.05715149,6.89,82.14,7.476263553,6.187225277,Declined,6,142,0.779093468,1,79.92756234,77.66603074,85.54812594,86.24609573,3.912465749
198,77.64644743,5.74,64.54,6.922295604,5.247356159,Declined,3,151,0,1,89.3410643,77.22166766,94.07869661,85.10948441,3.40100564
199,84.93091648,9.53,72.99,6.952750297,6.356848972,Same,13,180,1.71448107,1,88.78975333,80.87023922,84.925365,91.50715023,3.925002357
200,79.85234573,2.96,65.85,6.383553475,7.035115511,Improved,10,71,3.305121596,1,82.89315502,86.6952283,84.92841646,83.89220719,4.078986491
201,80.78804363,8.66,77.88,6.673779183,7.20443645,Declined,4,51,2.24675878,1,75.31174054,79.24074133,70.45345687,76.63184095,4.901641471
202,61.91430677,3.44,57.71,7.12469916,2.473681549,Improved,12,44,1.316091227,1,44.62769807,46.75498588,37.72960725,50.98946558,3.29425312
203,65.47016633,4.58,95.3,6.453816368,8.332762365,Same,7,118,0,1,48.88957928,44.05469856,45.75599315,52.55203979,2.366564451
204,76.59332753,2.53,86.54,5.989097695,4.261952985,Declined,12,31,5.650038188,1,89.42048037,89.18192359,93.73244773,90.86409868,3.593858228
205,86.11898384,8.7,74.9,5.417151511,6.729910303,Declined,8,114,0.926789642,1,73.35359828,73.33558559,78.11922351,65.0791611,1.273762837
206,59.43170899,2.36,46.54,6.695873432,3.017004339,Improved,9,49,2.506637065,1,40.50583784,34.71401439,43.07126494,35.70560636,4.589589273
207,66.27840228,8.66,72.16,6.821952682,3.430937401,Same,3,139,0.600239744,1,45.58093486,53.09792637,49.20641379,44.96739019,1.477524045
208,74.0658403,4.83,76.54,6.215097621,6.423794497,Same,4,139,2.366364126,1,76.4925973,80.87940875,79.07348874,76.95945917,2.311371352
209,61.67924307,8.43,81.91,7.090044944,7.126771991,Declined,11,71,2.297315321,0,40.27838711,39.17356624,37.07097914,34.62736849,4.262981523
210,57.9079976,3.01,61.55,7.473147129,4.6233585,Same,3,154,2.574333594,1,48.84444283,48.97887202,51.00405555,60.90282621,3.389249513
211,77.3505184,1.76,78.08,7.103708875,3.954980798,Declined,5,130,3.726741585,1,70.18035842,71.22227245,74.18240604,77.76232869,2.574542081
212,77.24724751,5.77,85.46,8.238627948,5.626437555,Same,10,172,1.074185338,1,78.05423587,67.84556153,81.82569252,81.06482748,2.893742638
213,78.07488716,5.34,81.41,6.659391364,3.223482886,Improved,9,83,0.481617954,1,75.85786927,74.62198236,81.80243613,76.21805358,4.418189573
214,69.65727616,3.89,100,7.152017577,4.63688463,Declined,5,97,0.332908741,1,52.33481202,48.92489078,55.87633126,51.27376717,2.360017544
215,73.42222703,6.8,96.11,6.208076152,4.311693352,Same,13,146,1.498340878,1,79.16985717,74.16175712,80.92709821,74.41026487,4.478598739
216,63.10189125,1.4,94.94,7.489199054,8.151917089,Same,2,106,0,1,53.04869981,51.64319835,58.399451,53.4361024,1.352537724
217,71.2351131,6.41,68.29,7.289754393,6.907481379,Improved,2,139,4.682617921,1,57.8969834,66.88541603,57.7643771,59.1857461,4.107193749
218,91.01962101,2.51,83.03,6.765546129,6.443697193,Same,7,66,3.114602153,1,81.05702728,84.26124159,76.64765403,74.8482244,4.390190532
219,77.17449305,1.73,60.33,7.1761105,5.195225588,Improved,6,175,5.29565277,1,75.72980945,72.8739145,74.91447463,77.40069153,1.727270611
220,86.30932438,9.14,88.99,7.113415109,5.299741171,Declined,1,128,4.807773546,1,86.70728758,89.57020148,82.98277435,85.93099233,2.721386129
221,77.54949719,4.87,88.77,6.164202879,6.824398729,Declined,11,91,2.044487203,1,76.16870908,83.16548626,72.7928177,66.62967129,1.661999099
222,85.33971457,7.75,100,6.406687536,5.773674052,Same,4,172,0,1,71.25697318,75.8801416,70.53437983,66.95504813,3.826416516
223,53.83994778,1.35,63.52,8.167676489,5.380917708,Improved,11,180,1.1484344,1,45.15211223,45.45026408,41.19001263,43.08408456,3.141391072
224,70.58528981,1.05,100,6.023454307,6.340393094,Same,11,76,1.77970343,1,60.22436917,56.98968528,58.68456152,69.66280745,3.541293387
225,59.16534494,5.2,78.09,5.929286234,3.371690604,Improved,7,160,0,0,54.58613022,58.07724679,45.11805689,57.36889585,1.785947868
226,54.17685734,3.5,100,5.850944203,5.659593348,Same,5,144,2.49609226,1,53.41943039,55.38685731,54.48589892,46.74202254,1.846983448
227,88.24510052,0.55,79.44,7.469228338,6.292785726,Declined,8,67,1.957848675,1,93.51558051,97.99154661,93.52160789,95.94576196,1.165989302
228,71.50767641,2.24,85.13,7.014315551,4.764378927,Improved,14,44,2.773309416,1,61.62037486,64.79623387,57.5349317,53.88385491,2.288270141
229,83.10709558,2.58,98.77,6.257003895,5.561227871,Same,10,147,3.938697421,1,89.06256053,94.31032411,92.35878888,94.4760158,3.238978645
230,76.82534176,3.24,83.97,6.095588782,5.152149335,Improved,12,124,2.045112793,1,74.71262443,72.03644837,79.40047512,72.35700117,4.431739656
231,97.34880802,8.84,100,7.270438644,3.591867222,Same,6,41,2.91649893,1,83.71462169,90.30159202,75.67682237,83.24644075,3.66770979
232,72.53164437,4.5,82.88,6.863828627,6.434894058,Same,14,60,0.722759185,1,67.64504012,68.63303814,63.83141623,74.27402336,2.741585294
233,78.41547863,6.95,100,7.263077132,1.803146119,Declined,12,28,0.179084959,1,71.72971365,82.10601802,67.88400191,65.29389581,4.812480458
234,70.29741248,0.67,63.17,6.752726223,6.275461486,Same,9,66,0,1,67.08847316,63.64253407,62.38895765,60.10288223,3.876980802
235,66.84534504,8.23,72.24,6.820869995,4.674192161,Declined,8,16,3.524306127,1,50.73836433,59.41818334,54.88573854,47.8203677,4.720660811
236,78.67626479,2.78,75.24,6.978386876,4.195245431,Improved,5,67,2.156989959,1,79.73486634,80.72442026,78.76573565,84.92676059,3.110351893
237,65.66864755,3.44,96.77,6.220701872,6.772586195,Declined,2,110,3.722155959,1,55.44247993,52.18538992,54.11990573,47.84574956,2.035617099
238,69.76318174,0.93,83.02,7.570792201,6.332321531,Same,6,75,2.051006193,1,41.33737815,38.91794898,31.31806633,27.17660016,1.211306745
239,83.63641295,4.39,77.8,6.801311124,6.791525335,Same,8,42,1.146807588,1,75.50097627,73.89923973,78.67806643,73.24518198,3.904339406
240,65.55427692,8.6,58.94,5.596587277,5.432377242,Same,2,55,0.697141369,1,49.74108737,51.8619171,43.54479539,52.49979137,1.485211992
241,74.34155139,4.1,44.31,6.779415881,6.686657587,Improved,10,59,0,1,91.72522214,94.33939958,92.02488529,97.72653089,2.211100513
242,84.42798975,9.13,56.73,7.41190046,6.424606009,Declined,13,48,4.951425798,1,92.46607174,89.59757172,93.85295642,90.15026492,3.129883632
243,98.67390855,8.74,82.7,8.047570564,1,Improved,1,47,2.908208451,1,90.31754146,90.1957685,97.12083444,88.26040843,3.257666351
244,69.02605592,1.09,60.46,6.007367089,4.734531493,Same,9,124,0.787780888,1,60.35872851,71.07008031,53.81462652,66.12823219,3.402332788
245,65.94114481,3.4,71.75,6.453875322,1,Improved,6,155,0.909319751,0,40.85011391,49.48782976,25.75255313,31.50140541,1.665021321
246,92.73847248,9.15,84.72,8.115224427,3.593000661,Improved,3,19,0.878805051,1,91.05752094,93.23913929,91.97676867,89.11491707,2.518949619
247,72.86988366,0.78,89.88,6.348193976,5.607452217,Improved,8,71,2.812577967,1,63.55012816,63.74014555,72.55268407,64.50224761,3.468776908
248,82.37389936,7.78,81.35,7.191501541,6.125892634,Improved,12,151,2.118388108,1,93.16601505,93.76617168,99.36074681,95.41210865,4.879275459
249,74.32298771,9.11,72.64,5.988501124,7.302617963,Improved,5,106,1.096478483,1,92.99909874,96.0666886,94.04739582,90.45006527,3.910524551
250,86.87857607,7.82,80.88,6.30348455,6.865358112,Same,9,38,0.554007331,1,86.91552005,81.80155722,84.45733912,87.08772511,4.690415028
251,64.02356452,7.57,77.9,6.528828755,5.439657594,Same,10,97,2.274406008,1,56.19468906,54.90780638,60.23030205,43.7530523,4.048848233
252,71.4709398,8.51,65.17,6.327950545,4.707868044,Declined,4,97,5.095449809,1,61.18037507,52.8374547,56.31264407,57.88913301,3.366867876
253,77.15715677,6.83,69.05,7.789923493,4.09601779,Declined,9,165,3.114804073,1,86.81251693,88.80863255,89.19430578,89.0800605,1.768093477
254,67.38916744,4.52,95.23,8.107919505,4.346746494,Same,1,23,2.008743771,1,57.43071028,60.66668998,59.95806108,52.51924011,3.666742608
255,64.82964581,1.1,78.64,7.646533884,6.06906523,Same,4,178,1.773515585,1,49.32210107,46.90616876,54.62315061,49.61702218,3.493518264
256,76.65500262,7.99,73.56,6.585131993,7.304074789,Declined,2,127,4.256968433,1,70.62406944,78.49400325,84.42236963,72.85843194,3.409876682
257,80.17014535,9.1,71.56,5.78640206,4.667544718,Declined,1,72,2.877174027,1,91.48851258,85.35968426,93.45059241,89.77576657,2.959143472
258,85.12537415,5.36,70.72,7.083216924,3.707135904,Declined,4,155,6.182134672,1,78.28163882,70.95976442,75.73682069,79.13395767,3.114626416
259,72.69220825,5.56,90.65,7.441998017,4.296830904,Same,8,67,1.535937108,1,71.35336435,72.47562345,71.22549279,66.53970153,2.337770108
260,54.30000628,4.33,70.33,6.751645117,5.28035275,Declined,10,124,2.149759016,1,45.34470716,50.58019867,36.49932763,44.31165076,3.077250771
261,76.36758163,8.64,73.68,7.401882533,5.100863402,Improved,6,116,0,1,73.82539747,82.24503593,70.35183181,76.87647832,1.790223623
262,87.39835742,0.64,73.71,7.069093306,1.832243034,Same,9,134,0,1,94.45296176,92.15854044,92.40654957,95.23782656,4.220697589
263,64.65525758,6.43,69.05,7.998475465,6.017774895,Improved,4,30,0.793788372,1,47.70462084,53.09802501,45.08417885,44.77196449,1.743107819
264,81.06472746,9.12,96.8,6.419878774,6.839901687,Improved,2,147,0,1,68.50813088,68.31558853,69.26990524,69.6292129,1.33986516
265,82.94551529,1.48,72.58,5.859346168,1.98863926,Same,13,126,2.765568135,1,88.25551896,87.39238246,84.14341929,91.82856791,2.744984105
266,79.77303887,9.61,80.72,7.287158673,4.46523902,Declined,1,18,1.729597068,1,80.74227398,85.16057366,86.34742731,70.49256758,3.633229758
267,73.65201097,9.69,84.8,7.740464962,3.375616736,Improved,4,40,3.805699297,1,78.33586575,81.59748015,78.33690108,84.13123608,2.7508673
268,83.42107982,9.33,91.93,6.173766923,6.899005101,Improved,8,170,5.266738028,1,78.63662462,70.75466383,78.59012301,76.95535093,2.107016528
269,70.80755198,4.89,81.65,5.634614936,3.357981221,Declined,8,92,0,1,59.77201332,67.15471507,58.13253973,61.89946298,3.232684736
270,65.97363708,4.14,69.82,7.369896442,2.405893774,Declined,6,37,2.194859368,1,56.14755143,63.04800821,56.92350485,62.13378605,2.388009342
271,72.73405831,7.21,100,6.518328981,1.117604264,Improved,13,149,1.446218942,1,84.51486355,81.38705004,88.64035487,77.65649507,4.731470761
272,89.50017933,3.53,100,6.387630084,8.573404671,Same,11,133,3.100395609,1,84.55623671,86.53525437,80.22058563,81.0090317,4.690580558
273,77.70608894,1.15,82.03,7.545458486,8.338557717,Declined,11,56,5.952124587,1,87.68897752,90.15912845,84.39839508,86.24623404,3.00948728
274,82.15772515,9.06,87.42,6.057191777,3.584910806,Same,10,67,4.929807362,1,90.22823039,91.53159922,88.70960025,86.30946278,2.311535976
275,75.85363852,6.53,76.68,5.273751476,2.100881409,Same,11,179,0,1,68.12383194,65.37230617,61.39447732,76.79851482,3.948529656
276,67.80890846,2.47,93.5,8.563102704,4.952626336,Improved,10,110,1.323233683,1,67.58339621,64.22527937,63.48710691,63.29953574,1.146851774
277,74.48556853,0.67,96.4,6.851806074,2.65382588,Improved,6,91,0.881356732,1,83.90623484,83.77846449,81.52513048,81.12850095,2.899076024
278,67.25427018,7.37,90.12,5.744911812,8.553646088,Same,13,122,0.677860735,1,75.74801619,81.61166129,80.1199621,76.76996135,2.345293577
279,82.90907389,8.6,100,6.814368477,4.640134724,Declined,10,58,1.318932753,1,78.60817825,81.32617902,79.92098489,72.59743062,4.68214354
280,79.15836719,4.35,65.87,7.361194526,1,Improved,2,100,4.170817298,1,83.76859682,81.91552516,84.73654638,81.79019326,1.048012109
281,99.11149736,1.27,65.36,7.645807323,5.385791582,Improved,13,135,0.652209589,1,88.9502938,92.80878735,93.20478361,90.53756011,3.211259503
282,64.32309149,6.66,95.69,7.699745027,9.624913752,Same,5,50,3.516410407,1,58.58973363,44.34702052,57.90287468,56.9254316,3.962654324
283,65.72127608,3.32,86.01,6.747772376,5.810302996,Declined,5,177,2.690238143,1,60.6570624,66.4008909,62.60938664,60.1901281,2.94007195
284,59.75753849,1.87,90.5,7.263270228,3.840743358,Improved,13,124,0,0,45.16900669,36.4704378,44.65289793,42.52234613,1.341612121
285,77.11837715,5.35,87.31,7.706154593,5.32976005,Same,4,16,3.484934941,1,71.80540775,69.99320305,73.1322195,64.23305621,4.88984556
286,58.63739584,5.08,87.69,5.359473486,3.325165068,Declined,10,131,1.257995775,0,41.97682506,36.37847559,39.06303177,43.58479112,3.072041726
287,75.86560657,5.41,89.24,8.049291202,5.486959558,Declined,10,118,2.404554617,1,65.607891,59.13448362,53.41380521,74.38255636,3.456744977
288,70.0297855,8.33,76.88,6.373502748,2.577206003,Declined,3,178,0,1,69.84545491,75.64958885,69.1740591,69.93746306,1.946439131
289,60.97192584,5.1,54.5,7.970597485,6.356173763,Improved,7,79,1.194747824,1,55.75976887,53.42126286,62.87350955,56.88608945,2.93399234
290,67.25684097,9.06,61.19,6.477519865,3.867169819,Declined,2,41,1.793755248,1,72.49582933,74.22834874,77.12690634,75.95944311,2.716597968
291,49.72088603,8.5,61.55,6.93835561,2.193094957,Same,9,119,1.380100485,0,41.67751375,41.44291085,46.50450117,35.33086126,1.299583368
292,58.43673009,6.69,85.21,7.001286966,5.750561127,Same,9,141,0.062731433,1,42.05415038,44.43935452,48.23480399,50.56672367,1.424641414
293,81.11661386,1.04,84.34,7.135264725,7.95276227,Declined,9,25,4.703860746,1,85.24303084,85.62714029,85.68631879,86.25467482,4.349890078
294,66.7480575,8.72,97.78,7.688706738,4.518227916,Declined,9,99,1.954172572,1,59.81048528,53.39552416,60.79706381,67.96976977,1.959279809
295,69.71119308,9.1,91.28,7.13295308,5.882315328,Declined,6,137,2.067234149,1,46.9883282,51.96966229,43.90006872,43.32316322,1.779833086
296,80.5018407,4.06,86.98,6.844117078,4.996284306,Same,2,127,0.728507831,1,68.7233793,66.25459639,67.14301502,77.81368892,3.019645805
297,79.50080777,5.5,94.92,7.264173853,7.123525052,Same,13,95,2.173773544,1,82.34964542,74.56673593,85.42850117,86.22542289,4.074988525
298,56.96547269,3.17,91.89,6.465903549,3.622045695,Same,3,179,7.249287611,0,51.87015651,49.72958071,57.8895787,54.63535694,1.247786074
299,74.29596254,0.64,72.18,6.874326455,4.792215141,Declined,6,76,6.65046036,1,74.25897617,81.76277512,73.56174479,75.42909844,3.307231679
300,59.34794832,5.05,76.41,6.007013455,3.238227787,Same,7,142,0,1,44.69411057,48.94521929,42.44316425,43.45146748,1.476841771
301,58.13557252,1.73,77.15,6.957395189,1,Declined,7,178,0,0,42.84249466,41.09923399,42.84513446,48.84515296,1.145844203
302,71.12365785,2.24,89.41,6.648620049,8.541513926,Improved,5,136,0,1,69.22450474,67.47821621,72.23053848,69.92630409,1.210975809
303,71.60015137,5.07,57.71,6.040012469,2.732818277,Declined,14,42,3.502997903,1,69.73493169,68.12675643,62.51565761,59.89958317,4.336656433
304,75.59661421,8.74,76.32,6.69125299,4.080917276,Improved,7,63,5.743052983,1,75.05864458,85.4423845,63.57773982,69.47271227,1.471889935
305,76.78980618,8.52,80.29,7.179561148,3.451763361,Same,2,16,0,1,79.93502335,81.84470062,77.18233911,79.00579459,1.180605458
306,87.87754473,9.67,80.7,5.501905071,6.659493071,Improved,6,97,0.841759101,1,93.67186437,95.82207261,87.56830224,95.22185929,2.751599549
307,76.00010316,5.09,88.6,6.545066796,4.882468553,Declined,3,146,0.633218586,1,68.39651916,73.54793643,65.85581817,68.11357671,4.375973888
308,64.32807757,5.74,92.87,6.588370284,4.737055639,Same,14,60,0.736880443,1,57.76260601,58.95655181,57.02370442,63.85745996,2.049633506
309,88.22294699,8.31,79.31,7.306210448,5.851254193,Same,14,151,0,1,83.73524071,82.44002998,81.46899867,73.97973139,2.68685047
310,62.5475754,7.15,100,7.16053065,2.904582691,Same,7,79,1.080974178,1,54.89577382,53.91402457,62.15811149,55.6137135,1.15969013
311,63.982711,2.24,65.37,6.514537489,5.30398618,Improved,14,180,0,1,64.14342814,63.78542184,65.77715196,55.05353201,2.796314057
312,64.06144084,4.28,61.68,8.150533282,3.347615704,Same,14,79,0.663345233,1,44.31510097,44.12898979,45.81747277,48.11366245,3.310452323
313,56.61010477,9.33,71.5,7.901745315,8.035116164,Declined,14,34,1.079716598,0,41.39429089,45.03243861,44.50532661,40.92199732,3.283628215
314,88.07928876,1.89,60.36,7.53199822,5.761623403,Same,9,54,2.435291819,1,92.94566281,93.20539224,87.25149722,95.04371267,2.329706769
315,70.97111031,2.49,96.11,7.108396272,5.179088154,Improved,6,144,3.620028709,1,85.97890663,89.64210701,91.17446557,81.65949183,2.262132723
316,86.10157037,4.31,80.06,7.095728739,7.834045255,Declined,6,150,0,1,78.27858134,77.87499843,77.8997599,84.67590599,1.426494476
317,74.60767301,9.43,80.11,7.025856091,2.395881891,Improved,2,97,3.50357807,1,62.49241194,62.88558789,65.84481503,67.70103526,2.467193283
318,57.26321106,1.58,54.94,6.928585811,1.692911742,Improved,13,26,0.158620999,1,49.5311876,39.54018418,44.17190144,52.44890912,1.397978675
319,56.90813305,6.89,65.07,7.099088689,5.688792818,Improved,11,68,3.628478337,1,48.60403735,53.18567572,40.83524352,47.95645111,4.066383779
320,75.24300922,1.76,94.34,7.096199922,1.547468473,Same,14,54,0.81006343,1,53.7633594,55.49580178,57.85280769,56.66264583,4.865097191
321,71.41683376,5.48,73.01,8.212874118,5.044122048,Same,2,119,2.293166057,1,70.20746656,75.19751711,72.08951419,66.67300372,4.880297827
322,75.48046363,5.6,82.18,6.299302076,2.584523606,Same,7,164,0,1,79.30277575,64.82149886,74.79251798,83.58055404,4.460284398
323,66.82516739,0.9,79.34,7.358594729,5.725362591,Improved,14,136,2.122963202,1,76.31085572,86.75272924,71.96254031,84.55826019,3.403168597
324,65.94429114,9.56,85.44,7.809659825,3.005807867,Same,8,180,2.826368063,1,55.39636433,54.69841619,61.02353825,60.74941713,3.803462789
325,85.12019714,8.16,82.85,8.162408662,6.267633149,Same,2,103,2.641560149,1,92.51759044,98.05850452,86.57053097,88.86957809,2.140823211
326,83.86963069,3.38,76.53,6.248575995,5.693355264,Same,12,155,3.172126527,1,80.58433042,75.38480078,88.79769518,82.391417,3.523081681
327,68.2493443,1.74,100,7.091193365,6.374375061,Declined,7,75,3.189671385,1,70.48947289,73.55334241,65.98636921,64.02376517,2.822598198
328,69.22088656,3.78,76.41,7.287098391,5.362337906,Same,10,95,2.179568635,1,73.64464104,68.37756323,76.83660067,76.5065926,2.928069359
329,73.79381489,9,72.39,7.085384757,3.419555895,Declined,6,137,5.512747445,1,63.07800343,59.95915863,61.43491105,65.3310205,4.031106242
330,71.84625257,1.76,82.79,6.87712983,3.244467515,Improved,14,65,2.552035195,1,53.62520442,63.19536119,56.64114158,44.27612272,2.127673422
331,61.93348691,3.82,86.88,6.99314768,6.300756815,Same,4,156,0,1,59.57849733,58.62508532,56.85792732,53.76957811,2.272158447
332,86.24833847,5.2,80.6,6.98118342,3.225654153,Improved,14,38,0,1,81.68153608,82.76870044,80.86757155,80.26584159,4.698567165
333,60.58353014,0.81,65.33,5.898363889,7.093307354,Declined,7,52,3.567445065,0,40.79164187,45.14198053,40.99623775,39.28734314,1.224897179
334,68.65102431,3.05,100,7.346252851,1.979873229,Improved,2,107,2.464971602,1,46.38399523,48.86240467,41.37305795,40.33661055,2.942537194
335,60.91397085,6.16,69.91,7.741463573,6.032721453,Same,11,154,2.57434657,1,42.53014531,43.28223984,46.23426704,44.47503896,4.651203202
336,48.50865248,3.58,69.84,7.354835996,5.510620623,Declined,7,103,1.873006714,1,42.24008413,44.06488914,39.6740163,43.49745217,3.441452031
337,82.76532915,8.77,100,7.246503179,6.27858727,Declined,11,45,1.122471511,1,87.05033212,99.06741005,85.90733254,86.07898646,3.185628297
338,84.65131023,9.4,91.99,6.772936314,6.961226183,Declined,10,161,0,1,78.70118227,78.41308828,73.72943539,74.92222477,1.998976717
339,68.5710502,4.69,99.61,7.650828227,2.451578123,Declined,1,87,1.99753077,1,66.0795606,67.08505583,53.26789231,71.32309623,2.373101956
340,60.75061457,5.55,78.73,5.968526386,1,Declined,7,145,0.16791001,1,45.38087884,50.63415082,44.42574002,53.6579144,4.408193663
341,72.63876905,6.49,77.42,6.775743898,6.056524123,Declined,10,122,1.732198525,1,67.03887313,72.5665028,79.10195024,64.62106571,3.236872527
342,58.5229043,6.81,86.43,7.650863561,2.652851737,Declined,8,169,1.350228769,1,66.04094739,71.97609892,69.96396883,62.98011281,3.058968775
343,73.1197893,1.1,92.92,8.335712528,4.917852444,Same,9,165,0,1,49.52610285,52.71975396,49.42980095,51.98214117,1.398318854
344,67.42404195,1.01,99.26,6.821538467,3.420581767,Same,11,80,1.031964875,1,63.86184071,58.14681614,62.54738656,62.07169381,1.064112626
345,73.48755736,8.72,84.85,7.078675832,6.586514469,Same,9,164,0.845177828,1,61.91776039,70.08491805,62.03008986,61.22077439,4.854740755
346,76.50237202,2.59,65.43,7.379884695,11.54637669,Same,2,109,0.765350308,1,73.87175539,68.14002843,76.60735097,77.57002115,2.507944669
347,83.75317068,6.05,74.23,7.044859612,4.980546115,Improved,6,129,0,1,74.9301508,76.44332812,69.02608672,65.38337036,3.412852248
348,63.27614088,6.43,90.43,6.203919582,6.333007448,Same,7,177,0.433632126,0,42.49172054,38.72034129,48.06332901,49.08323216,1.318860293
349,69.12722554,2.06,100,7.14049888,8.298108517,Improved,11,172,0,1,60.6036938,60.28300207,64.18060038,60.96709643,3.732457143
350,72.74357222,7.74,90.69,8.28867526,4.705744136,Improved,14,168,5.965697534,1,74.42229536,76.06610742,78.01322399,72.36482964,4.730266835
351,77.82550062,8.73,90.97,7.448195012,1.156889011,Improved,2,105,2.509036023,1,67.67249422,69.2792803,69.86487292,67.22632345,3.302661012
352,74.18626411,3.21,61.41,7.424173082,7.188464959,Improved,2,85,0,1,87.10694127,89.21654504,87.20502455,86.91908804,1.50446129
353,81.34352697,8.84,86.49,7.876576794,7.166238239,Improved,4,146,2.81702827,1,76.22814974,84.29670608,79.59245592,67.57214322,3.32688611
354,58.98547299,1.27,81.43,5.996896901,6.616074872,Same,3,22,5.596649095,1,48.96139349,51.229065,51.92046416,56.43608463,4.065388852
355,68.20205886,8.1,77.73,6.661491331,3.076527085,Same,5,82,0,1,43.88128111,42.66049793,42.11107755,44.08790927,2.625666146
356,78.47302786,6.58,54.41,6.873971862,8.412694948,Improved,8,63,0.749229137,1,75.3330603,80.15349614,72.46505144,77.54807095,4.519350992
357,63.94967988,6.04,78.23,7.107918047,5.302901249,Improved,14,35,1.381919511,0,41.45812208,47.40547452,41.96740356,46.21587093,3.594731813
358,76.51877255,2.69,70.41,6.87460733,7.145799696,Declined,9,85,0,1,72.21765697,66.07961789,79.96275773,67.11184468,4.596995673
359,77.09444616,3.94,71.06,7.027062443,1.953998015,Same,11,59,3.084225027,1,91.71266328,94.69966363,85.5171279,94.08002277,3.494021245
360,71.52189407,9.15,73.42,6.937531334,1.164854011,Same,4,62,2.517274213,1,71.65107978,75.15694349,64.31345345,70.31287433,1.525151888
361,74.03661966,4.92,100,6.791162581,4.111180099,Improved,9,117,3.168647368,1,61.34934594,59.86152842,62.17315015,65.58319982,2.238766844
362,78.52370509,6.15,74.11,6.840794998,7.638536896,Same,12,53,1.900241803,1,75.38085201,82.25938608,75.63529052,64.74471491,1.807179793
363,78.50690402,9.39,87.08,6.367002764,6.819570334,Declined,13,79,0,1,65.20390898,64.45363104,66.0706173,64.70843748,4.635305991
364,77.02083452,4.93,79.98,5.621552145,5.102080556,Same,8,81,0,1,70.00892341,70.63680568,71.2286894,66.99482013,4.041600269
365,81.05677279,4.19,82.48,8.570697722,5.30713414,Declined,1,152,1.645934356,1,91.78056448,90.91520536,90.66455321,93.94187924,3.705593476
366,66.63750185,8.99,81.47,7.604053964,5.890744728,Declined,7,52,2.789152964,1,61.23564508,61.31354032,68.68496227,63.58586602,2.203865279
367,86.94732746,9.15,77.71,7.411053735,2.585284808,Improved,11,83,0.038515265,1,92.86548101,87.38410558,84.86096112,89.32735154,1.736179088
368,73.32692232,3.87,96.61,7.250950433,11.49845373,Improved,13,79,2.168917412,1,89.79428531,82.59403089,85.65180018,86.23341599,4.025804352
369,73.75146563,6.12,95.85,6.938631313,3.090544919,Same,6,149,1.142686805,1,50.76851241,58.74103773,50.25223861,50.21518557,2.896631784
370,64.11616946,9.66,80.92,6.874894446,7.785201608,Same,3,175,1.343732762,1,43.81487155,39.58006481,35.59892749,39.33166041,1.903158209
371,68.90656802,1.03,74.88,7.282684838,6.453059192,Same,11,155,1.420277803,1,45.54279008,40.58582833,44.66351805,49.75270855,3.466487913
372,52.5980805,0.88,76.69,6.914354293,6.868570958,Same,2,37,3.556865598,0,41.00220041,30.23524984,49.30955124,39.15616441,1.161335409
373,68.82000722,5.41,43.05,6.683900227,8.308973252,Same,9,17,2.764136541,1,45.19436284,41.9995541,45.29879528,30.65942174,2.304681017
374,89.94018082,3.27,57.86,6.860808153,7.684821291,Improved,13,158,0.959867677,1,77.56537254,70.94992357,78.71887707,75.69126225,2.874227978
375,55.35329606,6.03,100,7.413329197,4.432970605,Declined,11,84,0,1,43.91537567,52.12545147,37.61455184,38.72265656,1.591833336
376,72.62883881,7.38,64.36,7.206788167,1.556588505,Improved,6,140,0.324825552,1,57.54365967,62.59274511,54.46185263,49.38728059,4.93861791
377,83.23962078,1.16,59.99,6.731230648,6.836501342,Same,13,38,2.218596585,1,86.4681421,83.02739038,84.5921602,80.28100891,1.836389458
378,52.91780899,8.88,90.99,7.128122107,6.932241431,Declined,1,52,1.780801405,0,41.27995647,52.54213549,39.69138098,41.82699882,1.52141252
379,84.86230313,3.13,100,6.922796413,6.0703515,Improved,3,78,1.016128766,1,84.79576654,89.70459398,91.20398552,91.43897068,1.814139496
380,71.91902233,4.12,70.42,6.821217685,6.792857546,Improved,7,97,2.306729006,1,55.50201261,53.87785569,58.29046792,57.06793498,4.076244533
381,60.2439,3.7,73.06,6.779989068,4.835407966,Same,3,75,4.267753104,0,46.49906552,34.00203694,40.94177573,43.46654858,2.702022637
